[1;31m[PHY]   put_queue: queue is full
[24.0] Checking tx_Data_request for 573543 times 
[24.0] Checking tx_Data_request for 573544 times 
[24.0] Checking tx_Data_request for 573545 times 
[24.0] Checking tx_Data_request for 573546 times 
[24.0] Checking tx_Data_request for 573547 times 
[24.0] Checking tx_Data_request for 573548 times 
[24.0] Checking tx_Data_request for 573549 times 
[24.0] Checking tx_Data_request for 573550 times 
[24.0] Checking tx_Data_request for 573551 times 
[24.0] Checking tx_Data_request for 573552 times 
[24.0] Checking tx_Data_request for 573553 times 
[24.0] Checking tx_Data_request for 573554 times 
[24.0] Checking tx_Data_request for 573555 times 
[24.0] Checking tx_Data_request for 573556 times 
[24.0] Checking tx_Data_request for 573557 times 
[24.0] Checking tx_Data_request for 573558 times 
[24.0] Checking tx_Data_request for 573559 times 
[24.0] Checking tx_Data_request for 573560 times 
[24.0] Checking tx_Data_request for 573561 times 
[24.0] Checking tx_Data_request for 573562 times 
[24.0] Checking tx_Data_request for 573563 times 
[24.0] Checking tx_Data_request for 573564 times 
[24.0] Checking tx_Data_request for 573565 times 
[24.0] Checking tx_Data_request for 573566 times 
[24.0] Checking tx_Data_request for 573567 times 
[24.0] Checking tx_Data_request for 573568 times 
[24.0] Checking tx_Data_request for 573569 times 
[24.0] Checking tx_Data_request for 573570 times 
[24.0] Checking tx_Data_request for 573571 times 
[24.0] Checking tx_Data_request for 573572 times 
[24.0] Checking tx_Data_request for 5735[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0m[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0m73 times 
[24.0] Checking tx_Data_request for 573574 times 
[24.0] Checking tx_Data_request for 573575 times 
[24.0] Checking tx_Data_request for 573576 times 
[24.0] Checking tx_Data_request for 573577 times 
[24.0] Checking tx_Data_request for 573578 times 
[24.0] Checking tx_Data_request for 573579 times 
[24.0] Checking tx_Data_request for 573580 times 
[24.0] Checking tx_Data_request for 573581 times 
[24.0] Checking tx_Data_request for 573582 times 
[24.0] Checking tx_Data_request for 573583 times 
[24.0] Checking tx_Data_request for 573584 times 
[24.0] Checking tx_Data_request for 573585 times 
[24.0] Checking tx_Data_request for 573586 times 
[24.0] Checking tx_Data_request for 573587 times 
[24.0] Checking tx_Data_request for 573588 times 
[24.0] Checking tx_Data_request for 573589 times 
[24.0] Checking tx_Data_request for 573590 times 
[24.0] Checking tx_Data_request for 573591 times 
[24.0] Checking tx_Data_request for 573592 times 
[24.0] Checking tx_Data_request for 573593 times 
[24.0] Checking tx_Data_request for 573594 times 
[24.0] Checking tx_Data_request for 573595 times 
[24.0] Checking tx_Data_request for 573596 times 
[24.0] Checking tx_Data_request for 573597 times 
[24.0] Checking tx_Data_request for 573598 times 
[24.0] Checking tx_Data_request for 573599 times 
[24.0] Checking tx_Data_request for 573600 times 
[24.0] Checking tx_Data_request for 573601 times 
[24.0] Checking tx_Data_request for 573602 times 
[24.0] Checking tx_Data_request for 573603 times 
[24.0] Checking tx_Data_request for 573604 times 
[24.0] Checking tx_Data_request for 573605 times 
[24.0] Checking tx_Data_request for 573606 times 
[24.0] Checking tx_Data_request for 573607 times 
[24.0] Checking tx_Data_request for 573608 times 
[24.0] Checking tx_Data_request for 573609 times 
[24.0] Checking tx_Data_request for 573610 times 
[24.0] Checking tx_Data_request for 573611 times 
[24.0] Checking tx_Data_request for 573612 times 
[24.0] Checking tx_Data_request for 573613 times 
[24.0] Checking tx_Data_request for 573614 times 
[24.0] Checking tx_Data_request for 573615 times 
[24.0] Checking tx_Data_request for 573616 times 
[24.0] Checking tx_Data_request for 573617 times 
[24.0] Checking tx_Data_request for 573618 times 
[24.0] Checking tx_Data_request for 573619 times 
[24.0] Checking tx_Data_request for 573620 times 
[24.0] Checking tx_Data_request for 573621 times 
[24.0] Checking tx_Data_request for 573622 times 
[24.0] Checking tx_Data_request for 573623 times 
[24.0] Checking tx_Data_request for 573624 times 
[24.0] Checking tx_Data_request for 573625 times 
[24.0] Checking tx_Data_request for 573626 times 
[24.0] Checking tx_Data_request for 573627 times 
[24.0] Checking tx_Data_request for 573628 times 
[24.0] Checking tx_Data_request for 573629 times 
[24.0] Checking tx_Data_request for 573630 times 
[24.0] Checking tx_Data_request for 573631 times 
[24.0] Checking tx_Data_request for 573632 times 
[24.0] Checking tx_Data_request for 573633 times 
[24.0] Checking tx_Data_request for 573634 times 
[24.0] Checking tx_Data_request for 573635 times 
[24.0] Checking tx_Data_request for 573636 times 
[24.0] Checking tx_Data_request for 573637 times 
[24.0] Checking tx_Data_request for 573638 times 
[24.0] Checking tx_Data_request for 573639 times 
[24.0] Checking tx_Data_request for 573640 times 
[24.0] Checking tx_Data_request for 573641 times 
[24.0] Checking tx_Data_request for 573642 times 
[24.0] Checking tx_Data_request for 573643 times 
[24.0] Checking tx_Data_request for 573644 times 
[24.0] Checking tx_Data_request for 573645 times 
[24.0] Checking tx_Data_request for 573646 times 
[24.0] Checking tx_Data_request for 573647 times 
[24.0] Checking tx_Data_request for 573648 times 
[24.0] Checking tx_Data_request for 573649 times 
[24.0] Checking tx_Data_request for 573650 times 
[24.0] Checking tx_Data_request for 573651 times 
[24.0] Checking tx_Data_request for 573652 times 
[24.0] Checking tx_Data_request for 573653 times 
[24.0] Checking tx_Data_request for 573654 times 
[24.0] Checking tx_Data_request for [1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0m[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0m573655 times 
[24.0] Checking tx_Data_request for 573656 times 
[24.0] Checking tx_Data_request for 573657 times 
[24.0] Checking tx_Data_request for 573658 times 
[24.0] Checking tx_Data_request for 573659 times 
[24.0] Checking tx_Data_request for 573660 times 
[24.0] Checking tx_Data_request for 573661 times 
[24.0] Checking tx_Data_request for 573662 times 
[24.0] Checking tx_Data_request for 573663 times 
[24.0] Checking tx_Data_request for 573664 times 
[24.0] Checking tx_Data_request for 573665 times 
[24.0] Checking tx_Data_request for 573666 times 
[24.0] Checking tx_Data_request for 573667 times 
[24.0] Checking tx_Data_request for 573668 times 
[24.0] Checking tx_Data_request for 573669 times 
[24.0] Checking tx_Data_request for 573670 times 
[24.0] Checking tx_Data_request for 573671 times 
[24.0] Checking tx_Data_request for 573672 times 
[24.0] Checking tx_Data_request for 573673 times 
[24.0] Checking tx_Data_request for 573674 times 
[24.0] Checking tx_Data_request for 573675 times 
[24.0] Checking tx_Data_request for 573676 times 
[24.0] Checking tx_Data_request for 573677 times 
[24.0] Checking tx_Data_request for 573678 times 
[24.0] Checking tx_Data_request for 573679 times 
[24.0] Checking tx_Data_request for 573680 times 
[24.0] Checking tx_Data_request for 573681 times 
[24.0] Checking tx_Data_request for 573682 times 
[24.0] Checking tx_Data_request for 573683 times 
[24.0] Checking tx_Data_request for 573684 times 
[24.0] Checking tx_Data_request for 573685 times 
[24.0] Checking tx_Data_request for 573686 times 
[24.0] Checking tx_Data_request for 573687 times 
[24.0] Checking tx_Data_request for 573688 times 
[24.0] Checking tx_Data_request for 573689 times 
[24.0] Checking tx_Data_request for 573690 times 
[24.0] Checking tx_Data_request for 573691 times 
[24.0] Checking tx_Data_request for 573692 times 
[24.0] Checking tx_Data_request for 573693 times 
[24.0] Checking tx_Data_request for 573694 times 
[24.0] Checking tx_Data_request for 573695 times 
[24.0] Checking tx_Data_request for 573696 times 
[24.0] Checking tx_Data_request for 573697 times 
[24.0] Checking tx_Data_request for 573698 times 
[24.0] Checking tx_Data_request for 573699 times 
[24.0] Checking tx_Data_request for 573700 times 
[24.0] Checking tx_Data_request for 573701 times 
[24.0] Checking tx_Data_request for 573702 times 
[24.0] Checking tx_Data_request for 573703 times 
[24.0] Checking tx_Data_request for 573704 times 
[24.0] Checking tx_Data_request for 573705 times 
[24.0] Checking tx_Data_request for 573706 times 
[24.0] Checking tx_Data_request for 573707 times 
[24.0] Checking tx_Data_request for 573708 times 
[24.0] Checking tx_Data_request for 573709 times 
[24.0] Checking tx_Data_request for 573710 times 
[24.0] Checking tx_Data_request for 573711 times 
[24.0] Checking tx_Data_request for 573712 times 
[24.0] Checking tx_Data_request for 573713 times 
[24.0] Checking tx_Data_request for 573714 times 
[24.0] Checking tx_Data_request for 573715 times 
[24.0] Checking tx_Data_request for 573716 times 
[24.0] Checking tx_Data_request for 573717 times 
[24.0] Checking tx_Data_request for 573718 times 
[24.0] Checking tx_Data_request for 573719 times 
[24.0] Checking tx_Data_request for 573720 times 
[24.0] Checking tx_Data_request for 573721 times 
[24.0] Checking tx_Data_request for 573722 times 
[24.0] Checking tx_Data_request for 573723 times 
[24.0] Checking tx_Data_request for 573724 times 
[24.0] Checking tx_Data_request for 573725 times 
[24.0] Checking tx_Data_request for 573726 times 
[24.0] Checking tx_Data_request for 573727 times 
[24.0] Checking tx_Data_request for 573728 times 
[24.0] Checking tx_Data_request for 573729 times 
[24.0] Checking tx_Data_request for 573730 times 
[24.0] Checking tx_Data_request for 573731 times 
[24.0] Checking tx_Data_request for 573732 times 
[24.0] Checking tx_Data_request for 573733 times 
[24.0] Checking tx_Data_request for 573734 times 
[24.0] Checking tx_Data_request for 573735 times 
[24.0] Checking tx_Data_request for 573736 times 
[24.0] Checking tx_Data_request [1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0m[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0mfor 573737 times 
[24.0] Checking tx_Data_request for 573738 times 
[24.0] Checking tx_Data_request for 573739 times 
[24.0] Checking tx_Data_request for 573740 times 
[24.0] Checking tx_Data_request for 573741 times 
[24.0] Checking tx_Data_request for 573742 times 
[24.0] Checking tx_Data_request for 573743 times 
[24.0] Checking tx_Data_request for 573744 times 
[24.0] Checking tx_Data_request for 573745 times 
[24.0] Checking tx_Data_request for 573746 times 
[24.0] Checking tx_Data_request for 573747 times 
[24.0] Checking tx_Data_request for 573748 times 
[24.0] Checking tx_Data_request for 573749 times 
[24.0] Checking tx_Data_request for 573750 times 
[24.0] Checking tx_Data_request for 573751 times 
[24.0] Checking tx_Data_request for 573752 times 
[24.0] Checking tx_Data_request for 573753 times 
[24.0] Checking tx_Data_request for 573754 times 
[24.0] Checking tx_Data_request for 573755 times 
[24.0] Checking tx_Data_request for 573756 times 
[24.0] Checking tx_Data_request for 573757 times 
[24.0] Checking tx_Data_request for 573758 times 
[24.0] Checking tx_Data_request for 573759 times 
[24.0] Checking tx_Data_request for 573760 times 
[24.0] Checking tx_Data_request for 573761 times 
[24.0] Checking tx_Data_request for 573762 times 
[24.0] Checking tx_Data_request for 573763 times 
[24.0] Checking tx_Data_request for 573764 times 
[24.0] Checking tx_Data_request for 573765 times 
[24.0] Checking tx_Data_request for 573766 times 
[24.0] Checking tx_Data_request for 573767 times 
[24.0] Checking tx_Data_request for 573768 times 
[24.0] Checking tx_Data_request for 573769 times 
[24.0] Checking tx_Data_request for 573770 times 
[24.0] Checking tx_Data_request for 573771 times 
[24.0] Checking tx_Data_request for 573772 times 
[24.0] Checking tx_Data_request for 573773 times 
[24.0] Checking tx_Data_request for 573774 times 
[24.0] Checking tx_Data_request for 573775 times 
[24.0] Checking tx_Data_request for 573776 times 
[24.0] Checking tx_Data_request for 573777 times 
[24.0] Checking tx_Data_request for 573778 times 
[24.0] Checking tx_Data_request for 573779 times 
[24.0] Checking tx_Data_request for 573780 times 
[24.0] Checking tx_Data_request for 573781 times 
[24.0] Checking tx_Data_request for 573782 times 
[24.0] Checking tx_Data_request for 573783 times 
[24.0] Checking tx_Data_request for 573784 times 
[24.0] Checking tx_Data_request for 573785 times 
[24.0] Checking tx_Data_request for 573786 times 
[24.0] Checking tx_Data_request for 573787 times 
[24.0] Checking tx_Data_request for 573788 times 
[24.0] Checking tx_Data_request for 573789 times 
[24.0] Checking tx_Data_request for 573790 times 
[24.0] Checking tx_Data_request for 573791 times 
[24.0] Checking tx_Data_request for 573792 times 
[24.0] Checking tx_Data_request for 573793 times 
[24.0] Checking tx_Data_request for 573794 times 
[24.0] Checking tx_Data_request for 573795 times 
[24.0] Checking tx_Data_request for 573796 times 
[24.0] Checking tx_Data_request for 573797 times 
[24.0] Checking tx_Data_request for 573798 times 
[24.0] Checking tx_Data_request for 573799 times 
[24.0] Checking tx_Data_request for 573800 times 
[24.0] Checking tx_Data_request for 573801 times 
[24.0] Checking tx_Data_request for 573802 times 
[24.0] Checking tx_Data_request for 573803 times 
[24.0] Checking tx_Data_request for 573804 times 
[24.0] Checking tx_Data_request for 573805 times 
[24.0] Checking tx_Data_request for 573806 times 
[24.0] Checking tx_Data_request for 573807 times 
[24.0] Checking tx_Data_request for 573808 times 
[24.0] Checking tx_Data_request for 573809 times 
[24.0] Checking tx_Data_request for 573810 times 
[24.0] Checking tx_Data_request for 573811 times 
[24.0] Checking tx_Data_request for 573812 times 
[24.0] Checking tx_Data_request for 573813 times 
[24.0] Checking tx_Data_request for 573814 times 
[24.0] Checking tx_Data_request for 573815 times 
[24.0] Checking tx_Data_request for 573816 times 
[24.0] Checking tx_Data_request for 573817 times 
[24.0] Checking tx_Data_request for 573818 times 
[24.0] Checking tx_Data_requ[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0mest for 573819 times 
[24.0] Checking tx_Data_request for 573820 times 
[24.0] Checking tx_Data_request for 573821 times 
[24.0] Checking tx_Data_request for 573822 times 
[24.0] Checking tx_Data_request for 573823 times 
[24.0] Checking tx_Data_request for 573824 times 
[24.0] Checking tx_Data_request for 573825 times 
[24.0] Checking tx_Data_request for 573826 times 
[24.0] Checking tx_Data_request for 573827 times 
[24.0] Checking tx_Data_request for 573828 times 
[24.0] Checking tx_Data_request for 573829 times 
[24.0] Checking tx_Data_request for 573830 times 
[24.0] Checking tx_Data_request for 573831 times 
[24.0] Checking tx_Data_request for 573832 times 
[24.0] Checking tx_Data_request for 573833 times 
[24.0] Checking tx_Data_request for 573834 times 
[24.0] Checking tx_Data_request for 573835 times 
[24.0] Checking tx_Data_request for 573836 times 
[24.0] Checking tx_Data_request for 573837 times 
[24.0] Checking tx_Data_request for 573838 times 
[24.0] Checking tx_Data_request for 573839 times 
[24.0] Checking tx_Data_request for 573840 times 
[24.0] Checking tx_Data_request for 573841 times 
[24.0] Checking tx_Data_request for 573842 times 
[24.0] Checking tx_Data_request for 573843 times 
[24.0] Checking tx_Data_request for 573844 times 
[24.0] Checking tx_Data_request for 573845 times 
[24.0] Checking tx_Data_request for 573846 times 
[24.0] Checking tx_Data_request for 573847 times 
[24.0] Checking tx_Data_request for 573848 times 
[24.0] Checking tx_Data_request for 573849 times 
[24.0] Checking tx_Data_request for 573850 times 
[24.0] Checking tx_Data_request for 573851 times 
[24.0] Checking tx_Data_request for 573852 times 
[24.0] Checking tx_Data_request for 573853 times 
[24.0] Checking tx_Data_request for 573854 times 
[24.0] Checking tx_Data_request for 573855 times 
[24.0] Checking tx_Data_request for 573856 times 
[24.0] Checking tx_Data_request for 573857 times 
[24.0] Checking tx_Data_request for 573858 times 
[24.0] Checking tx_Data_request for 573859 times 
[24.0] Checking tx_Data_request for 573860 times 
[24.0] Checking tx_Data_request for 573861 times 
[24.0] Checking tx_Data_request for 573862 times 
[24.0] Checking tx_Data_request for 573863 times 
[24.0] Checking tx_Data_request for 573864 times 
[24.0] Checking tx_Data_request for 573865 times 
[24.0] Checking tx_Data_request for 573866 times 
[24.0] Checking tx_Data_request for 573867 times 
[24.0] Checking tx_Data_request for 573868 times 
[24.0] Checking tx_Data_request for 573869 times 
[24.0] Checking tx_Data_request for 573870 times 
[24.0] Checking tx_Data_request for 573871 times 
[24.0] Checking tx_Data_request for 573872 times 
[24.0] Checking tx_Data_request for 573873 times 
[24.0] Checking tx_Data_request for 573874 times 
[24.0] Checking tx_Data_request for 573875 times 
[24.0] Checking tx_Data_request for 573876 times 
[24.0] Checking tx_Data_request for 573877 times 
[24.0] Checking tx_Data_request for 573878 times 
[24.0] Checking tx_Data_request for 573879 times 
[24.0] Checking tx_Data_request for 573880 times 
[24.0] Checking tx_Data_request for 573881 times 
[24.0] Checking tx_Data_request for 573882 times 
[24.0] Checking tx_Data_request for 573883 times 
[24.0] Checking tx_Data_request for 573884 times 
[24.0] Checking tx_Data_request for 573885 times 
[24.0] Checking tx_Data_request for 573886 times 
[24.0] Checking tx_Data_request for 573887 times 
[24.0] Checking tx_Data_request for 573888 times 
[24.0] Checking tx_Data_request for 573889 times 
[24.0] Checking tx_Data_request for 573890 times 
[24.0] Checking tx_Data_request for 573891 times 
[24.0] Checking tx_Data_request for 573892 times 
[24.0] Checking tx_Data_request for 573893 times 
[24.0] Checking tx_Data_request for 573894 times 
[24.0] Checking tx_Data_request for 573895 times 
[24.0] Checking tx_Data_request for 573896 times 
[24.0] Checking tx_Data_request for 573897 times 
[24.0] Checking tx_Data_request for 573898 times 
[24.0] Checking tx_Data_request for 573899 times 
[24.0] Checking tx_Data_request for 573900 times 
[24.0] Checking tx_Data_[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0m[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0mrequest for 573901 times 
[24.0] Checking tx_Data_request for 573902 times 
[24.0] Checking tx_Data_request for 573903 times 
[24.0] Checking tx_Data_request for 573904 times 
[24.0] Checking tx_Data_request for 573905 times 
[24.0] Checking tx_Data_request for 573906 times 
[24.0] Checking tx_Data_request for 573907 times 
[24.0] Checking tx_Data_request for 573908 times 
[24.0] Checking tx_Data_request for 573909 times 
[24.0] Checking tx_Data_request for 573910 times 
[24.0] Checking tx_Data_request for 573911 times 
[24.0] Checking tx_Data_request for 573912 times 
[24.0] Checking tx_Data_request for 573913 times 
[24.0] Checking tx_Data_request for 573914 times 
[24.0] Checking tx_Data_request for 573915 times 
[24.0] Checking tx_Data_request for 573916 times 
[24.0] Checking tx_Data_request for 573917 times 
[24.0] Checking tx_Data_request for 573918 times 
[24.0] Checking tx_Data_request for 573919 times 
[24.0] Checking tx_Data_request for 573920 times 
[24.0] Checking tx_Data_request for 573921 times 
[24.0] Checking tx_Data_request for 573922 times 
[24.0] Checking tx_Data_request for 573923 times 
[24.0] Checking tx_Data_request for 573924 times 
[24.0] Checking tx_Data_request for 573925 times 
[24.0] Checking tx_Data_request for 573926 times 
[24.0] Checking tx_Data_request for 573927 times 
[24.0] Checking tx_Data_request for 573928 times 
[24.0] Checking tx_Data_request for 573929 times 
[24.0] Checking tx_Data_request for 573930 times 
[24.0] Checking tx_Data_request for 573931 times 
[24.0] Checking tx_Data_request for 573932 times 
[24.0] Checking tx_Data_request for 573933 times 
[24.0] Checking tx_Data_request for 573934 times 
[24.0] Checking tx_Data_request for 573935 times 
[24.0] Checking tx_Data_request for 573936 times 
[24.0] Checking tx_Data_request for 573937 times 
[24.0] Checking tx_Data_request for 573938 times 
[24.0] Checking tx_Data_request for 573939 times 
[24.0] Checking tx_Data_request for 573940 times 
[24.0] Checking tx_Data_request for 573941 times 
[24.0] Checking tx_Data_request for 573942 times 
[24.0] Checking tx_Data_request for 573943 times 
[24.0] Checking tx_Data_request for 573944 times 
[24.0] Checking tx_Data_request for 573945 times 
[24.0] Checking tx_Data_request for 573946 times 
[24.0] Checking tx_Data_request for 573947 times 
[24.0] Checking tx_Data_request for 573948 times 
[24.0] Checking tx_Data_request for 573949 times 
[24.0] Checking tx_Data_request for 573950 times 
[24.0] Checking tx_Data_request for 573951 times 
[24.0] Checking tx_Data_request for 573952 times 
[24.0] Checking tx_Data_request for 573953 times 
[24.0] Checking tx_Data_request for 573954 times 
[24.0] Checking tx_Data_request for 573955 times 
[24.0] Checking tx_Data_request for 573956 times 
[24.0] Checking tx_Data_request for 573957 times 
[24.0] Checking tx_Data_request for 573958 times 
[24.0] Checking tx_Data_request for 573959 times 
[24.0] Checking tx_Data_request for 573960 times 
[24.0] Checking tx_Data_request for 573961 times 
[24.0] Checking tx_Data_request for 573962 times 
[24.0] Checking tx_Data_request for 573963 times 
[24.0] Checking tx_Data_request for 573964 times 
[24.0] Checking tx_Data_request for 573965 times 
[24.0] Checking tx_Data_request for 573966 times 
[24.0] Checking tx_Data_request for 573967 times 
[24.0] Checking tx_Data_request for 573968 times 
[24.0] Checking tx_Data_request for 573969 times 
[24.0] Checking tx_Data_request for 573970 times 
[24.0] Checking tx_Data_request for 573971 times 
[24.0] Checking tx_Data_request for 573972 times 
[24.0] Checking tx_Data_request for 573973 times 
[24.0] Checking tx_Data_request for 573974 times 
[24.0] Checking tx_Data_request for 573975 times 
[24.0] Checking tx_Data_request for 573976 times 
[24.0] Checking tx_Data_request for 573977 times 
[24.0] Checking tx_Data_request for 573978 times 
[24.0] Checking tx_Data_request for 573979 times 
[24.0] Checking tx_Data_request for 573980 times 
[24.0] Checking tx_Data_request for 573981 times 
[24.0] Checking tx_Data_request for 573982 times 
[24.0] Checking tx_D[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0m[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0mata_request for 573983 times 
[24.0] Checking tx_Data_request for 573984 times 
[24.0] Checking tx_Data_request for 573985 times 
[24.0] Checking tx_Data_request for 573986 times 
[24.0] Checking tx_Data_request for 573987 times 
[24.0] Checking tx_Data_request for 573988 times 
[24.0] Checking tx_Data_request for 573989 times 
[24.0] Checking tx_Data_request for 573990 times 
[24.0] Checking tx_Data_request for 573991 times 
[24.0] Checking tx_Data_request for 573992 times 
[24.0] Checking tx_Data_request for 573993 times 
[24.0] Checking tx_Data_request for 573994 times 
[24.0] Checking tx_Data_request for 573995 times 
[24.0] Checking tx_Data_request for 573996 times 
[24.0] Checking tx_Data_request for 573997 times 
[24.0] Checking tx_Data_request for 573998 times 
[24.0] Checking tx_Data_request for 573999 times 
[24.0] Checking tx_Data_request for 574000 times 
[24.0] Checking tx_Data_request for 574001 times 
[24.0] Checking tx_Data_request for 574002 times 
[24.0] Checking tx_Data_request for 574003 times 
[24.0] Checking tx_Data_request for 574004 times 
[24.0] Checking tx_Data_request for 574005 times 
[24.0] Checking tx_Data_request for 574006 times 
[24.0] Checking tx_Data_request for 574007 times 
[24.0] Checking tx_Data_request for 574008 times 
[24.0] Checking tx_Data_request for 574009 times 
[24.0] Checking tx_Data_request for 574010 times 
[24.0] Checking tx_Data_request for 574011 times 
[24.0] Checking tx_Data_request for 574012 times 
[24.0] Checking tx_Data_request for 574013 times 
[24.0] Checking tx_Data_request for 574014 times 
[24.0] Checking tx_Data_request for 574015 times 
[24.0] Checking tx_Data_request for 574016 times 
[24.0] Checking tx_Data_request for 574017 times 
[24.0] Checking tx_Data_request for 574018 times 
[24.0] Checking tx_Data_request for 574019 times 
[24.0] Checking tx_Data_request for 574020 times 
[24.0] Checking tx_Data_request for 574021 times 
[24.0] Checking tx_Data_request for 574022 times 
[24.0] Checking tx_Data_request for 574023 times 
[24.0] Checking tx_Data_request for 574024 times 
[24.0] Checking tx_Data_request for 574025 times 
[24.0] Checking tx_Data_request for 574026 times 
[24.0] Checking tx_Data_request for 574027 times 
[24.0] Checking tx_Data_request for 574028 times 
[24.0] Checking tx_Data_request for 574029 times 
[24.0] Checking tx_Data_request for 574030 times 
[24.0] Checking tx_Data_request for 574031 times 
[24.0] Checking tx_Data_request for 574032 times 
[24.0] Checking tx_Data_request for 574033 times 
[24.0] Checking tx_Data_request for 574034 times 
[24.0] Checking tx_Data_request for 574035 times 
[24.0] Checking tx_Data_request for 574036 times 
[24.0] Checking tx_Data_request for 574037 times 
[24.0] Checking tx_Data_request for 574038 times 
[24.0] Checking tx_Data_request for 574039 times 
[24.0] Checking tx_Data_request for 574040 times 
[24.0] Checking tx_Data_request for 574041 times 
[24.0] Checking tx_Data_request for 574042 times 
[24.0] Checking tx_Data_request for 574043 times 
[24.0] Checking tx_Data_request for 574044 times 
[24.0] Checking tx_Data_request for 574045 times 
[24.0] Checking tx_Data_request for 574046 times 
[24.0] Checking tx_Data_request for 574047 times 
[24.0] Checking tx_Data_request for 574048 times 
[24.0] Checking tx_Data_request for 574049 times 
[24.0] Checking tx_Data_request for 574050 times 
[24.0] Checking tx_Data_request for 574051 times 
[24.0] Checking tx_Data_request for 574052 times 
[24.0] Checking tx_Data_request for 574053 times 
[24.0] Checking tx_Data_request for 574054 times 
[24.0] Checking tx_Data_request for 574055 times 
[24.0] Checking tx_Data_request for 574056 times 
[24.0] Checking tx_Data_request for 574057 times 
[24.0] Checking tx_Data_request for 574058 times 
[24.0] Checking tx_Data_request for 574059 times 
[24.0] Checking tx_Data_request for 574060 times 
[24.0] Checking tx_Data_request for 574061 times 
[24.0] Checking tx_Data_request for 574062 times 
[24.0] Checking tx_Data_request for 574063 times 
[24.0] Checking tx_Data_request for 574064 times 
[24.0] Checking [1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0m[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0mtx_Data_request for 574065 times 
[24.0] Checking tx_Data_request for 574066 times 
[24.0] Checking tx_Data_request for 574067 times 
[24.0] Checking tx_Data_request for 574068 times 
[24.0] Checking tx_Data_request for 574069 times 
[24.0] Checking tx_Data_request for 574070 times 
[24.0] Checking tx_Data_request for 574071 times 
[24.0] Checking tx_Data_request for 574072 times 
[24.0] Checking tx_Data_request for 574073 times 
[24.0] Checking tx_Data_request for 574074 times 
[24.0] Checking tx_Data_request for 574075 times 
[24.0] Checking tx_Data_request for 574076 times 
[24.0] Checking tx_Data_request for 574077 times 
[24.0] Checking tx_Data_request for 574078 times 
[24.0] Checking tx_Data_request for 574079 times 
[24.0] Checking tx_Data_request for 574080 times 
[24.0] Checking tx_Data_request for 574081 times 
[24.0] Checking tx_Data_request for 574082 times 
[24.0] Checking tx_Data_request for 574083 times 
[24.0] Checking tx_Data_request for 574084 times 
[24.0] Checking tx_Data_request for 574085 times 
[24.0] Checking tx_Data_request for 574086 times 
[24.0] Checking tx_Data_request for 574087 times 
[24.0] Checking tx_Data_request for 574088 times 
[24.0] Checking tx_Data_request for 574089 times 
[24.0] Checking tx_Data_request for 574090 times 
[24.0] Checking tx_Data_request for 574091 times 
[24.0] Checking tx_Data_request for 574092 times 
[24.0] Checking tx_Data_request for 574093 times 
[24.0] Checking tx_Data_request for 574094 times 
[24.0] Checking tx_Data_request for 574095 times 
[24.0] Checking tx_Data_request for 574096 times 
[24.0] Checking tx_Data_request for 574097 times 
[24.0] Checking tx_Data_request for 574098 times 
[24.0] Checking tx_Data_request for 574099 times 
[24.0] Checking tx_Data_request for 574100 times 
[24.0] Checking tx_Data_request for 574101 times 
[24.0] Checking tx_Data_request for 574102 times 
[24.0] Checking tx_Data_request for 574103 times 
[24.0] Checking tx_Data_request for 574104 times 
[24.0] Checking tx_Data_request for 574105 times 
[24.0] Checking tx_Data_request for 574106 times 
[24.0] Checking tx_Data_request for 574107 times 
[24.0] Checking tx_Data_request for 574108 times 
[24.0] Checking tx_Data_request for 574109 times 
[24.0] Checking tx_Data_request for 574110 times 
[24.0] Checking tx_Data_request for 574111 times 
[24.0] Checking tx_Data_request for 574112 times 
[24.0] Checking tx_Data_request for 574113 times 
[24.0] Checking tx_Data_request for 574114 times 
[24.0] Checking tx_Data_request for 574115 times 
[24.0] Checking tx_Data_request for 574116 times 
[24.0] Checking tx_Data_request for 574117 times 
[24.0] Checking tx_Data_request for 574118 times 
